['ball_mover_l', 1.9936684575067964, 4.174365409367065, -0.7968848572048834, -7.765026077791789e-18, -2.6557025918186296e-12, -6.635154117407277e-22, 1.0, 1.0, 1.0]
['ball_mover_r', -1.9936684370040894, -4.174365520477295, 0.7968848347663879, -7.765026077791789e-18, -2.6557025918186296e-12, -6.635154117407277e-22, 1.0, 1.0, 1.0]
['bigtoe_distal_phalange_mover_l', -6.394884621840902e-14, -8.43769498715119e-14, 1.0658141036401503e-12, 0.0, 0.0, -2.1627771833951915e-13, 1.0, 1.0, 1.0]
['bigtoe_distal_phalange_mover_r', -0.0, -0.0, -0.0, 0.0, 0.0, -2.1627771833951915e-13, 1.0, 1.0, 1.0]
['bigtoe_metatarsal_mover_l', -18.538864075247737, -8.025914791494268, -7.45069454212763, 2.115068863173221e-13, -2.6589809858286733e-12, 7.653209702271096e-14, 1.0, 1.0, 1.0]
['bigtoe_metatarsal_mover_r', 18.538864135742188, 8.025915145874023, 7.450694561004639, 2.115068863173221e-13, -2.6589809858286733e-12, 7.653209702271096e-14, 1.0, 1.0, 1.0]
['bigtoe_proximal_phalange_mover_l', -15.93122311856417, -8.820548297987969, -11.489634296629669, 5.120444556321819e-13, -2.5668070202748527e-12, -2.0677332642031348e-13, 1.0, 1.0, 1.0]
['bigtoe_proximal_phalange_mover_r', -0.0, -0.0, -0.0, 5.120444556321819e-13, -2.5668070202748527e-12, -2.0677332642031348e-13, 1.0, 1.0, 1.0]
['calf_mover_l', 8.461914992665953, 1.2233670327771904, 0.11185229770915583, 0.09575734565724664, -0.7453279480735711, -3.2082391556448413, 1.0, 1.0, 1.0]
['calf_mover_r', -8.461915016174316, -1.2233669757843018, -0.11185229569673538, 0.09575734565724664, -0.7453279480735711, -3.2082391556448413, 1.0, 1.0, 1.0]
['chest_ring_mover', -1.998392318713491e-12, -29.569548295623804, 33.37518750256879, -39.764608761168894, -1.2938509262661233e-14, 8.061309852156263e-15, 1.0, 1.0, 1.0]
['clavicle_mover_l', 2.0375514990380115, -0.8809185001468672, 3.4020120855954588, 181.70167437407576, 178.33932361342684, 181.47639860050148, 1.0, 1.0, 1.0]
['clavicle_mover_r', -2.0375514030456543, 0.8809185028076172, -3.4020121097564697, 181.70167437407576, 178.33932361342684, 181.47639860050148, 1.0, 1.0, 1.0]
['eyeball_l_mover', 6.027236094197593, -14.707346472839921, 6.960639249599012, -5.069009023582481e-15, 6.312966201244724e-15, -4.174478019420866e-15, 0.25512517852829436, 0.25512517852829436, 0.25512517852829436]
['eyeball_r_mover', -6.027235984802246, 14.70734691619873, -6.960639476776123, -5.06900895702058e-15, 6.312966202039454e-15, -4.17447821373252e-15, 0.25512517852829436, 0.25512517852829436, 0.25512517852829436]
['eyelid_bott_l_mover', 6.027236094197593, -14.707346370229818, 6.939046806954182, -5.069009023582481e-15, 6.312966201244724e-15, -4.174478019420866e-15, 0.25512517852829436, 0.25512517852829436, 0.25512517852829436]
